sample1	sample2	sample3	sample4	sample5	sample6	sample7	sample8	sample9	sample10	sample11	sample12	sample13	sample14	sample15	sample16	sample17	sample18	sample19	sample20
MRPS5	24.6217291723753	25.2063000433303	24.649773792404	24.5123108857191	24.3662701595847	25.0509526304699	24.5575858700289	24.8361398460124	24.9294231519151	24.8682452532853	25.3208686120135	25.3301810376168	24.79841255651	25.273602711578	25.2579718672805	24.5287704208778	24.7533957569073	25.0978867118709	24.7961458069605	25.2158641240929
MRPS6	24.5821875422376	24.9283588070558	24.5492348639226	24.2330266767377	24.3155607486286	24.8712014076999	24.2847015790796	24.8136135006609	24.6778671250409	25.107992173325	24.8215340693721	24.7163792415262	25.0317267609407	25.163938101025	24.9598166650371	24.1493353327866	24.5163845983111	25.1886344208293	24.2341014755021	25.2862681090328
MRPS7	24.8206905735345	25.5380538353228	24.9522281615658	24.5659400626261	24.7490523980508	25.2991998618925	24.7757993573719	25.0962460488263	25.0191402784934	25.3549692982344	25.1977045554368	25.1760165783833	25.2430525423038	25.8144519063689	25.5896825550554	24.6050925626578	24.8344195560492	24.9838289688252	24.3393612249857	25.5306562456257
MRPS9	24.7839819986657	25.3469662116397	24.7656035351039	24.6639300629931	24.7897681335655	25.2988661313159	24.501545559586	25.0950237828221	25.0956146766436	25.2141650444411	25.3205001190122	25.2689567685908	25.179259050942	25.6119534727188	25.4096266048126	24.7533609511775	24.7360637340743	25.2651183117855	24.8695920369786	25.3885854036086
MRRF	24.9263443716472	24.996870644181	24.5108651083735	24.3684135683865	25.1748923846344	24.9996914834566	24.8673469990062	24.5181974573004	24.7797088761802	25.1137235208644	25.1817974577765	24.8291710545222	24.9147710619306	25.9347895568992	25.2733678187239	24.8288760810191	24.1341159958776	24.431122633437	24.9753722641236	24.8200629303965
MRTFA	22.2439560650591	22.380197793288	22.4511228652761	22.4393147779673	22.6132630380989	22.6661405240796	22.7400053104918	22.517534727282	22.4205353553841	22.8186674723449	22.3145829062429	22.536862385441	22.4354519231026	22.6770860964895	22.4731340268915	22.7051950773209	22.3802558791964	22.53304625582	22.6593347256351	22.3460751637506
MRTFB	24.8082167801445	24.5464026282703	24.9035851547611	23.5866038256054	24.7563579585672	24.8467708204003	24.9781077921886	24.8176566097943	23.6860634810708	24.225747952517	24.2416841947263	24.2053341025035	24.6328750654452	26.0944107240404	23.9577012510223	24.9580714321509	24.9293471047236	24.3067655041658	25.692402074805	23.4873728518441
MRTO4	25.6011846749769	25.9682172236848	25.3360167020183	26.9120997503439	25.9886860436329	26.0819864480462	25.4470111998111	25.5409103376443	26.0505016817039	25.6595023573679	25.8016012515412	25.8212566154467	25.7983288617945	25.8450417360238	25.7351173252663	25.333087980745	25.8256288237342	26.4135624379208	24.5064202609279	26.9732216294947
MRVI1	20.4444119810158	20.1487052542353	20.2491303474549	20.093992672381	20.5184957644351	20.0352967921735	20.3872986871284	20.6588546503835	20.5789018763855	21.5404905117414	20.915909103469	20.3037394344079	20.570578616004	20.0029465940514	20.813861808425	20.1284217422515	19.6856957597147	19.8768769133259	19.7360633135422	19.9777628628417
MS4A6A	19.0238508378088	19.880732367913	19.7701730780954	20.5469444926074	18.9571726208819	19.2652079754688	18.2521006610495	19.4630237010623	19.5459776780088	19.1051206868585	19.1060210272968	19.5352848951587	18.7389847560624	18.9370930203073	19.0085663207749	18.8178413713406	19.494059563442	18.9230277964821	18.5914465610023	19.3852876508372
MSANTD2	21.2935298633703	20.9789308366082	21.1793763842164	20.5381040412984	21.5145969629469	21.0443512979604	21.5599177665278	21.0693149975895	22.1220655249322	21.2079175535771	20.9211231724695	20.9228417400275	21.2948524861386	21.0475139757466	21.3139444544276	21.0652324702014	20.6953137405132	21.2688449317769	21.3965399372475	21.1396084241873
MSH2	25.3996505900201	25.6316130245909	25.6598492245538	26.3679563742879	25.4195373317798	25.7024659821224	25.4171962376605	25.0108199184899	26.0842357918144	25.3097795342297	25.720387065462	25.7185699403692	25.4249719716263	25.8587328374384	25.6904532410607	25.3854478797862	25.945405187243	26.4407791528311	25.4611385817208	26.9111366408119
MSH3	25.3080316506352	25.0970655302101	25.2761430355939	24.8893575952842	25.2754068947671	25.2151824462422	25.3004090332791	25.0040102764625	25.0795396327101	25.1349400990828	25.437174790797	24.6858790205224	25.2229973471324	25.8999370050976	24.6529180723206	24.8462419997779	25.5639681398633	25.983603263776	25.1490387427692	24.8035871611638
MSH6	24.868775686805	25.1456249734373	25.1036325955838	26.1403114131337	24.7870321437022	25.2423098209328	24.7393996174925	24.3488111621527	25.6305965807604	24.5283262924734	25.1308726025321	25.2928505104093	24.7280084681578	24.8569216659752	25.2898530898649	24.8919092639534	25.4291156771007	25.7899828243427	25.3636826171153	26.6040127027288
MSI1	20.9542628861851	21.8347487751307	20.9050068075752	21.1127787235037	21.240756773155	20.7094880959155	20.8685686704535	23.0056727921108	20.7814062491925	20.6920563889429	20.5010514746415	20.9732497907858	21.3979495889414	24.1998500628167	22.1104277543372	21.9765155147126	20.3675835548329	21.3369493033342	21.7934668287871	23.0906189180434
MSI2	25.4555999441715	25.7424806530641	25.5400294644813	24.50074373746	26.3862158766815	24.9975914145597	25.8914280432452	25.3751724717349	24.6917932167212	25.0057912758721	24.6147306805636	25.1844535942928	24.9985097851441	26.5861348996376	25.1061816090275	26.105742233096	26.0380516712049	25.068270961882	24.9475964240283	24.7660277320327
MSL1	23.611633706018	24.1944436656656	23.953726720655	23.9184566137649	23.8265792729682	24.2542784845354	23.7249921262618	23.9056402194732	24.1992936744022	23.9132820113111	25.2891149818382	23.3544997436432	24.1911916389282	24.0971754296145	23.899791832753	23.9799887691548	23.8439144466261	23.9046792755009	23.9814289679337	23.9840004505456
MSL2	20.6301393806463	21.2663740636401	20.7173531407226	21.0910839721343	20.8613711794825	20.1298991013156	20.629278103502	20.6394848043621	20.134441277346	20.6658950571225	20.9310234130077	20.5512811450688	20.9929901210116	20.8255698327749	20.605736171181	20.7253793519818	20.6902365357958	20.9600440797133	21.1140541485771	20.5180354333687
MSL3	21.6528381436196	22.0965300878046	21.826549186255	22.2731713225844	21.9333460737348	21.8549613331703	21.7448006111551	21.7247048473924	22.2403840079546	21.8690856407056	22.3463955440401	21.2883656576036	21.9293148122167	21.5602240405051	21.9056033486839	21.7103621522107	21.4521069695082	21.8610632220905	21.8730953753422	21.6286503269396
MSMO1	18.4661941023283	20.1104554022229	20.90380276816	20.1903919345161	18.2840279701594	20.4315614259882	19.2500419341528	20.3653190325402	21.237324608713	18.4866267606543	20.5632423973079	20.8411123074941	17.7384175958528	19.3149373300845	18.7830965525664	19.6223650442413	21.8753652477167	18.2127526166583	20.2712729826549	20.1681758019587
MSN	29.5513355742873	29.3811687746931	29.1298146930975	29.7759794220906	29.7567142418059	29.283824947105	29.8437413696848	29.4031488322063	29.9091113791204	29.9777273154746	29.333787165721	29.8018496923265	29.7480195215713	29.4207147991342	30.2648067259438	29.3836992701536	29.2513437189534	30.2171265756997	29.192215047388	30.2366394430734
MSR1	22.2348798018582	22.1060959058143	22.4063100301868	22.0343148890498	22.2583559160581	21.5895215251956	21.8993774929333	22.274613130541	21.9424102598187	21.7155307122878	22.155282082764	20.9847426792064	21.0809763371532	21.0204671858049	21.0405531233447	21.5819077317917	21.974535328687	21.4037578581641	22.3665517768052	21.7881561654109
MSRA	24.421343406219	24.0466364486336	24.3312729444859	24.6239509235599	24.4334927126081	24.5031519176843	24.6148280124231	24.5207069940013	24.2727327633785	24.9575906975635	24.4830868927141	24.1450922813242	23.8154081339957	24.2420061259981	24.6421744975885	24.1997005613228	24.4379702739256	24.034778944749	23.8252911132953	24.1297542046579
MSRB1	20.096888369078	20.0018683295193	20.2405564651575	19.2759219188091	19.943830092543	20.3855140553159	20.0779916642527	20.3511807124961	20.494153278742	20.9876555958201	19.8775987683969	19.9501002074618	21.0762292321178	20.2854496848708	20.9275961505319	20.6217724977957	19.8534210304931	19.8634055436789	19.2547064163879	20.5562492119518
MSRB2	24.4495175540966	24.4495640870858	24.2927997812664	23.8925443170362	24.660453155034	24.9667481884343	24.7363216966822	24.5278209011341	24.4793324683787	25.3367906642804	25.3413747203355	24.6592698841812	24.8407918296994	25.1759484526222	25.602257947315	24.6134510017563	24.9502676288803	24.6928804024843	25.5256565086955	24.7105020464913
MSRB3	23.8311963405823	22.6017286336603	22.7806870241758	22.059820509737	23.9589383441867	23.1823560740223	24.5417725004534	23.5988850231161	22.9576782440603	24.5241495087	24.0498351359203	23.0283747684171	23.8725047209411	23.2000082405649	22.9978228876862	23.5193156018356	22.0948524507889	23.0978876905576	23.3105667961276	22.3965608167502
MST1	23.8223582604009	23.481125979949	23.9019422072001	23.56461270372	24.601740455215	24.0932962691508	25.5242433586513	24.3622601609757	24.2313054273123	25.2013588914634	23.2504836522105	23.8318455291531	24.8897542326834	24.0106284284696	24.8009998564429	23.9392475970737	22.2881011835206	24.3066044741695	24.3647803439943	23.7456700367465
MST1R	20.2292218183754	20.8041151852772	21.1656653419891	20.552125518382	20.2848056009792	20.8335560141689	20.8860364867157	21.1143765514854	20.9008658153884	20.3027702021085	20.6942177256832	21.3482175766482	20.6420253784037	20.3170799403415	20.7130318634135	20.7489878862189	22.1781443422782	20.262260495692	20.2001170426411	21.2151826967548
MSTO1	25.2779543544307	25.7904837113832	25.7769280932414	25.077089870957	25.4423767510345	25.9202745609462	25.4451814837901	25.4195685767891	25.2031761925466	25.2668122626317	25.5875582809835	25.4183602216349	25.3057382873764	25.3118075070789	25.4677551644063	25.1866294661876	25.9571734007682	25.2053287550532	25.2554829053385	26.029679104145
MSX2	19.868638249378	19.7196993366175	19.622547617674	19.0314785440472	19.8479323583381	19.6373150686873	19.9802129082571	19.9732232136885	19.400879273866	19.873328402368	20.0637062391731	19.7466103138007	20.2374488590589	19.4102796266444	18.5682359929118	20.9506145598003	18.2726073678949	19.0349454628654	20.6622639381347	18.0702536891395
MT-ATP6	22.6797188996497	23.7468506189158	23.9055500579349	22.6314812812835	22.5677497793726	23.2023363645857	22.4134380393108	22.6453839247846	22.4619623763851	22.4709574750141	23.1951769385422	22.3963981165527	21.8126289745228	23.6525632844863	21.5796319191732	22.8369111611281	23.5777096392817	22.2615303168428	21.4868591475131	22.6563691674368
MT-ATP8	24.8422249253315	25.2502601720474	25.0350890584076	24.5388106424362	24.5159982356804	24.9403881632977	24.6398841455806	24.607884161638	25.0394786703675	25.1274211646519	24.9335407597526	24.5792754563899	24.8493281661764	24.7824869041389	24.9275972889851	24.7537483237509	24.863153803512	24.498013984888	24.9784992776123	24.6986812126277
MT-CO1	22.0519720849317	22.8833553550155	21.6482547650234	22.4139607544485	22.3860093821134	22.5541899500412	21.5998031490928	22.558592435756	21.9920467126284	20.5994671263428	21.9472070953505	22.6465094411935	21.4048590490882	23.1420171904912	21.190614481055	21.6230763866609	22.6930119139027	21.5948808144002	21.3697366570948	21.8014745817539
MT-CO2	27.2240676189012	27.6700031239024	26.8143110027725	26.9673118185856	27.0795177289471	27.0034586263955	25.7893731342375	27.2947994284888	26.2488354975677	26.2246359405132	26.9560687758783	27.0307513254109	26.536439007016	27.5500401426944	26.3654119126347	26.3852459064107	27.5176821653908	26.4358045356561	25.2963234482115	26.1401133164458
MT-ND1	20.9643489624051	20.9320543360821	20.7171016581233	20.6818754894202	20.8016706866389	20.5904322564942	20.0797042308767	19.9814553546775	20.0119057961167	20.4614186136711	20.1640885286915	21.0597688032515	20.161569112509	21.7204191897376	19.9288295971933	20.0280749740018	21.123205897434	20.7150295599787	19.2187507133011	20.3524110004608
MT-ND5	21.2370815235791	20.7021141404272	21.5004855321033	20.5140582819574	20.7821260786144	20.8040344629632	19.6992716604958	20.3744267637518	20.3075006845118	20.8600998620853	20.7796504726968	20.0209778913568	20.3210703591431	20.8763423718332	19.8070470237222	20.2939325985264	21.517914943122	20.35310045054	20.5942170145107	20.4634077126424
MT1E	21.1605196491329	21.6445801537327	21.1838519884927	20.6022171106025	23.1428395631948	21.7411624158921	22.7914704922349	21.8350049983371	21.7152327436124	21.381410721047	23.55395039926	22.0637950883968	21.5876317018827	20.4210277445192	22.2324471135029	22.5827247567173	22.6624324255136	20.9987113958157	22.5231312184375	22.7111439985556
MT1F	22.4688845946142	21.9265112774328	21.7833884515309	23.4604707569365	22.1382538797611	22.4051130305013	22.2790980657962	21.8698455594152	22.5773443919018	22.4161143502355	23.2242009943835	24.1518176554201	22.9279398598576	22.0050242450927	22.3970941926755	23.1484071207451	22.2775222849848	21.9515723256496	22.8005935908797	22.6338655897743
MT1G	21.8907498274286	21.4348161592136	21.109118895705	21.0626988637108	21.4838018252667	21.2161139380735	21.664240271687	21.0523960768936	22.0405465484318	22.2063640064365	21.7938779832221	21.9928817305258	20.7081973802133	21.5007058246396	21.9610333815589	22.0854783453464	20.5358014234433	20.5851930712417	20.74357311227	22.9589199565332
MT1X	24.2922406425973	23.3470180089669	23.8063419645554	24.8201146019724	24.4310008801184	23.84226918111	24.0623132990444	23.9035614213477	24.4979934774654	24.6779819620744	24.785011943747	25.9553024073004	24.3171247114393	23.2620831892643	23.8965736631487	25.043793184073	25.0574900200383	23.3828146997735	25.1755527966001	24.3439605421236
MT2A	23.922346963833	24.6806694770506	23.6845781805206	23.555869938503	24.5518128984518	23.6444422336082	24.6955362790879	24.2137402386268	24.7914583387526	24.081925402554	25.7242543680564	27.5193958741586	24.5933146861746	24.2881029826532	24.2167841450782	26.0879238076463	24.976921778954	24.1760109963735	24.5865711539314	23.7408151648703
MTA1	25.6427312883021	25.8668330932083	25.2859215209688	25.7536546525993	25.7032461116346	25.2594592878367	25.7288004170841	25.6432747171726	25.5426239592632	25.6854786937359	26.2985745793197	25.3525553899593	25.6605731627165	25.382741225953	25.3787499992562	25.6166332991851	26.1355525606736	25.3970519445563	26.0554595833558	25.9572331296089
MTA2	25.7670552977827	25.7207500064901	25.5548492062734	26.6852164261559	25.8212694152376	25.7812474316851	25.808145985836	25.5118910230821	25.7553575537149	25.562037796468	25.5785543283809	25.3450052449288	26.0159034779021	25.6134075634425	25.561958562376	25.5736499320006	25.522217873666	26.2743376826058	25.1326610294925	26.3551914516287
MTA3	23.6487557935154	23.7039441740532	23.5706903341634	23.7107567592646	23.330586302616	24.0669941775435	23.891817710987	23.3743490042981	23.3681281102633	23.5285329793209	23.3694682718457	24.1301772280322	23.4672542651121	24.0673521660075	23.8788310043985	23.663149316528	24.2055702792534	23.5957115167645	23.4995230607432	24.0254587386809
MTAP	26.3718697179803	26.0513158433913	26.1629237289499	26.8238430180675	26.6938815168128	26.7814013756994	26.5855110295091	26.2072890297986	26.264411596052	26.7093781768667	26.2611296220604	26.0133946019737	26.3952459184527	26.1466487950991	26.2025771401754	26.4691543928925	25.5998084896798	26.361511971576	26.0385366804899	26.8590365814708
MTARC1	21.3584861394194	23.039507502552	22.8056859924247	21.2266545309463	22.0379165429565	22.692751933383	22.228318149089	22.5794969070644	22.4362697219616	24.0860814223643	22.6631974708916	22.9827714840441	22.7320441255062	21.9301784046614	21.8777221439783	22.9230202727043	22.7765321443306	22.4072277704168	21.7347748639533	20.6240911895156
MTARC2	24.7461819949394	24.5542996317676	24.669231890637	23.1368649691666	24.2358385872868	24.5838221141621	23.7578780270274	24.6238511510087	24.427922102558	24.1932879092298	25.8048925529064	24.3081036175945	24.5038085968931	22.9432623822892	23.2297870909866	23.9605143137962	24.7253716466918	23.4256983718527	23.8069937542245	23.1720440972061
MTCH1	24.0594090182174	24.0931960555213	23.2742235077511	23.9611051774355	23.5227590397957	23.4058937663351	22.933387415297	24.258370375284	23.3832439749596	23.2317616216444	23.5795541372591	23.5118242200158	23.033177519716	25.0175619938069	23.3541484118962	23.9265957460964	23.9854742865571	24.3138858184224	23.5483478623662	23.8033241590149
MTCH2	25.8094271901601	26.3375214044011	26.0580673834722	25.9843098718204	26.1220923002357	26.0237909570529	25.3388272466609	25.6059552058289	25.6154293788775	25.2864075821089	25.8759263887152	25.5983261828464	25.4122841097969	26.4444326427616	25.006313379502	25.5044288840304	26.5330143533644	26.3122752923119	25.2657480806327	25.9277343441917
MTCL1	22.3473401786046	21.512578377716	22.0640949005695	23.2243585746147	22.2831087795336	21.3988476261661	22.2838401197475	22.4469715303402	21.7787413937798	21.9660946103174	22.5026671951513	21.8676069188959	22.220439917185	22.9469626644795	21.9276388043319	21.8367943931581	23.1584358725322	22.1455032067019	22.2770642742915	22.9782556653283
MTDH	25.8806123901754	26.4513747492838	26.2650357471893	26.3169571190806	25.7648830730239	25.7572817316779	25.5673947237276	25.805732573484	26.3678279833377	25.385367109186	26.4217271796384	25.8498700290217	25.8524760635465	26.3203988240546	26.2029898167808	25.5166712394798	26.5623029610141	25.3788781884182	26.3173054911366	25.7713680118675
MTERF1	18.5708873103549	18.8557358805639	18.8196716657333	18.5196978592249	18.0574396700303	17.9167163256636	18.6372643591518	19.0947596946277	18.3395055198476	18.752667614908	18.7736269380486	18.6438697007728	18.6970783672163	19.0862521828929	18.864527098158	18.467955128835	18.4558075647565	19.0019489737016	19.018495932142	18.8552052359317
MTERF3	21.8993481482404	22.9127862134329	22.2190814767304	22.2130448778205	22.3344845444876	22.6992008885265	21.8844093606521	22.3660729991762	22.8518141826974	22.5239172542524	22.4514861426219	22.4893530477334	22.6027984404756	23.5520468389279	23.5227569443784	21.9796076553191	21.9053954838556	22.7843122975258	21.9679648409245	22.7345931572487
MTERF4	22.1227185633897	22.8375301170045	22.3010955518796	21.6360358553075	21.7393426599256	22.0247729888795	21.7466456949141	22.6965426249874	22.0348953978662	22.7445442514352	21.9817467765857	22.7881342194323	22.6918802738305	22.5817569830506	22.7927775979329	22.4700456404712	22.3372168062734	22.6009076450174	23.1982710831664	20.5978230340644
MTF1	22.6641604917257	22.3911154427354	22.6196809964921	22.9893033756716	22.7516468066297	22.5651884502339	22.702564975139	22.3849525381245	22.2704633850932	22.3965810532048	22.7278225472443	22.7822328790359	22.3503154866687	22.3178025996024	23.5928614573764	22.7814593534453	23.2867450450909	22.8642268260653	22.1444318102491	22.9981955358512
MTF2	22.4038368449183	22.5028220764279	22.0148513183272	23.4148857690575	22.4269801160507	22.5598998721615	22.3899708372375	22.0964277937769	22.6731047936205	21.6976964334905	22.6232450742174	22.4910511211129	22.5365731006486	22.1549339274767	21.5756142804668	22.9352806513345	21.6481486323574	22.3432288916549	22.3828259479712	22.3914156753841
MTFMT	21.7493871177	21.8868692818835	21.8461635290063	21.9716385503676	21.9233451282293	22.3812610892742	21.9834341821127	21.7317831841081	22.6031738882069	22.1222359825491	21.611486640079	22.1568167422535	22.0038574693444	22.535006297507	22.200488342057	21.7515198504719	22.0772490119406	21.8947071117604	20.9463330734944	22.1123434907525
MTFR1	21.7529740736131	22.631788255037	22.1981335083003	22.5507395489029	22.4483593958356	22.2432011387647	22.0018585745106	21.8818461799005	22.2344806474651	22.7241177138392	22.292222240385	22.8416694174725	23.106260267577	24.1195587772704	23.5167168800528	22.4734445388553	21.5626531132057	22.5070945047164	22.4264089350345	22.428761717596
MTFR1L	24.1481628573048	23.5261755963534	22.6168037409271	24.1683249620653	24.2765392830352	23.9830332743468	24.2773223904186	23.5521384130177	23.9058047625684	24.1605803534028	23.691787386971	23.9225739783705	23.8534049625856	24.5938995618373	24.2695245522277	23.620715669213	24.2022276963701	24.1693202705048	24.3256671475688	23.3713517210693
MTG1	22.4299413028101	23.1273433786524	22.446355968623	22.4853740036898	22.3285340824259	23.2090491282462	22.4405144360677	22.6818657576248	22.5325353621425	23.4735525297902	22.7360515030505	23.1235199923388	22.8523100358241	22.3292346994101	23.3245212376226	22.6241823091847	22.4214811099513	22.6306334783871	22.5701275840713	22.8392123888215
MTG2	21.7987708875793	21.9001128877262	21.8837676012527	21.7984211106923	21.8938264716326	21.930650744036	21.9461516490049	22.9973186856683	21.1897184526253	22.3992360275183	21.4993142156428	22.0804186292426	22.0226192417856	22.5544564750822	22.1092044267997	22.3560100719646	21.631242832654	21.9781788063594	22.5978548964677	20.6652772402442
MTHFD1	27.7691505561513	27.6615497684303	27.7135290048893	27.8531135229333	27.5249623973322	28.1836400089842	27.6470361385585	27.902252198011	27.3035898451333	27.9373531844329	27.8120654484383	27.8786534360618	27.7257527113652	27.6698210416674	27.3220880337931	27.7525691843219	27.6149748824872	27.486027711785	27.6672576764545	28.2152332418417
MTHFD1L	23.5961017864895	24.1178438165066	23.5388138001258	25.3798327607247	23.863858760404	23.696041712397	23.8131025183533	24.0911044637634	24.2492953585804	24.6410363640648	23.3639055850455	24.7681268723353	24.0247334964655	23.5089968014775	25.3860113591275	23.4597795093777	23.2867640898595	25.9898387935971	23.6558542710951	25.60571984355
MTHFD2	23.5355461127618	24.9598171134976	24.1831486099816	25.2997381017279	24.252829537617	24.1613657601731	23.9702463419325	24.7836474652736	25.1613659721541	24.5977324972879	24.7984732675742	25.9412046030584	24.6184546768532	24.0387870729271	25.6923116591727	25.1801736871772	24.6231087285821	24.1444285424498	24.3389215431101	26.1817632824166
MTHFD2L	18.5776279586121	18.666915152605	18.6733627686412	18.4382855832743	18.6665086554439	18.8880172252175	18.6653164910688	18.8130998231178	18.7492183005741	18.9417190888426	18.8845895624438	18.497453510027	18.5526480363233	18.6898220670251	18.9439396518745	18.4732367264055	18.3690241903332	18.8213331116037	17.6363482641987	18.6548168376555
MTHFR	22.9724358264842	22.7737683113507	23.0825238534743	22.576090702527	23.1959824379522	22.8274096756952	22.889455708511	22.939091635821	22.8150812137597	23.0116482975921	23.3791266831111	23.6047479876161	22.5977056709421	23.0023137888682	22.5584737890599	23.0483413831633	24.1674593709941	22.3572994378064	22.7108229900233	22.7072126524502
MTHFS	23.5630093148415	23.1337687495087	23.2859866684869	23.1580915509308	22.5439247803772	23.0027018217721	22.8897656173404	22.7469378685343	21.7313569288515	22.4445073345996	22.5832216055751	21.8162920265553	22.4678768235839	22.9887563240199	22.6139644451018	22.5520434210046	23.5476528131907	22.1164253231835	23.4848874547461	20.1009226045142
MTHFSD	22.8905313382254	23.1562850134996	23.0007600133003	23.4346016395044	23.3412392468191	23.3593336214617	23.1166601794441	23.5411168955816	23.5578671665162	23.527268712025	23.4207743617576	23.858607931834	23.508387382995	22.8336560901561	22.7772960193095	23.5874607819931	23.6744040402357	23.4654987975152	23.3379170779797	23.9447108305114
MTIF2	23.918738346843	24.0513699965002	23.9241271275234	24.2595364744105	23.7343377994314	24.4313521931722	23.798359436452	23.9999981620151	23.9725038005637	24.2802313126661	24.3013112363953	24.5956349812725	23.9660162464983	24.6161947191349	24.3880793246916	23.8807360539081	23.8587496967603	24.7512348856367	24.3594877941245	24.1421555279713
MTIF3	24.0780311218794	24.2268136569372	23.9394613150865	23.937708394511	24.0416710783431	23.6262809865981	24.0601981182267	23.8943982966934	23.9766513937038	24.434931109128	24.2414684251664	24.0954334769022	24.5220099554876	24.5820341797865	23.9849283669391	23.785910134012	23.4946042780867	23.7518569311739	23.6502455948214	23.3793032651842
MTM1	24.2630993519944	23.8015825654443	23.7666744352387	24.0907308364372	23.803795158206	24.1780237248549	23.9370120975696	24.0296376421252	23.6639441468826	23.8274729560859	23.570264085734	24.3639782128957	23.3903546047303	24.1372405781502	24.1525403553735	24.0378130555853	24.0478544693207	24.3667795897644	23.9032331644826	23.9217942574255
MTMR1	25.0340345802399	24.8709625527204	24.8551372512297	24.6528333072926	24.5778984563502	24.569260630145	24.6506240914796	24.9291600447164	24.6627028123778	24.4386419219189	24.2908699119359	24.7506553024941	24.566921009935	24.6338143743088	24.5500210996724	24.9164444956378	24.729085992996	24.8432240271394	24.8998020090243	24.3625637510314
MTMR10	24.2829309578629	24.046012344579	24.2081173658341	24.107130016314	23.9383321254208	24.6283540563662	24.041740166714	23.9823882447825	24.0214302847936	24.0522499889305	23.7879954102643	23.8919383166028	23.6231557745365	24.3366672378104	23.5673879432289	23.8213120886838	24.3828128323965	23.7153186022159	24.0256849722815	23.575956708864
MTMR12	24.4665902918336	24.1082178055568	24.1791600858901	23.8664927224914	23.9158496763285	24.6556379731225	23.9537671749401	24.2967489425659	24.2800413782317	24.14514746496	23.9883360152045	24.6859973937943	23.8406629653665	24.4816010070872	24.3121505339169	24.3567603488856	24.0403885753775	24.9986060340108	24.4510082577562	24.9787306919643
MTMR14	23.277041721948	23.3991444607083	23.3130534712372	23.259666826489	23.2041340147144	23.3235177837513	23.0346153975282	23.3935305669074	23.0973140833989	22.9561870138851	23.3540822312751	23.819078701436	22.975429754563	23.294981368044	23.0569986385415	23.065232137065	22.561072359933	23.551455406177	23.2232049165679	23.2896347926612
MTMR2	23.3057619189821	22.9652744266534	23.1138883963378	23.1229010922477	23.0561095784612	23.6988538951717	23.2083846598622	23.1828836502903	23.8955873517556	23.2745411029307	23.8353794238539	23.0391080660914	23.2818882455961	23.0415904464158	23.6938968825149	23.2105454035341	22.9843251973393	23.9474511604017	23.0435770761522	24.0503523391725
MTMR3	22.9562354292853	22.7857211891434	22.7048171742351	22.8141051491179	22.9736682496315	22.9911204948142	23.1281149314119	23.0391631496685	22.8985967231777	22.7277966176728	22.417299880019	22.863229625471	22.774612916223	22.7051100325651	22.8045832419413	23.0268280225668	22.7897181040025	22.6837533162518	23.4816368213803	22.6009187516138
MTMR6	24.0831011438195	24.0622120713939	23.7307928761981	24.5679764599615	23.9493115329162	24.3415038125227	24.2002718936329	24.4484537147912	23.839409317138	24.0604175142627	24.4626703636673	23.9090806537336	23.9170073328143	23.8783868686861	24.0938210415988	24.064364966628	23.5024029349691	24.1507985629809	23.4235720954048	23.729024233496
MTMR9	23.5502900295635	23.7055351331857	23.3148551793362	24.1331849191947	23.4086057596565	23.6663884565718	23.5779467480811	23.9119478552864	23.3870644861787	23.5437085841132	24.1028163428953	23.5560508219556	23.3354048270808	23.7223555738444	23.2676953138586	23.6292785360664	23.3963229475678	23.5951515793389	23.5239546901001	23.2872720472837
MTO1	21.7664994780331	22.2520642254677	22.1725145081804	22.2593837234465	22.3267847064843	22.709465253474	21.9304627650003	21.7996084802533	21.8937214109803	22.3928286605713	22.483145728573	22.5272169322679	22.6783328059677	22.9255116835595	22.8011697761251	22.2279490702305	22.0858843103155	22.5868387036219	22.8792677483949	21.5935356699041
MTOR	24.761598043665	24.4620901147079	24.6768153568879	24.6135398888255	24.425218982688	24.4602817494937	24.3070788509472	24.5445429606093	24.2512416573599	23.8156619260108	24.2885053277357	24.6198096676971	24.0361866540482	24.8684877256304	23.9428284908121	24.4727277526648	24.813506476966	24.4522877731895	24.5626454229177	24.5474038530287
MTPAP	25.253970670828	25.5798442532865	25.2340924766129	26.0341552576273	25.417870565059	25.4252534433003	24.8885535286737	25.0485189641235	25.8595128108659	25.3929326310883	26.115162970352	25.2031346116442	25.8163992988258	25.3469661268217	26.6297835103793	25.2803806460403	25.7235968873786	25.6362297315379	25.9669396314469	26.971918856557
MTPN	29.1832495479392	28.4479129878739	28.438800875423	28.9356456730956	28.945590158968	29.3321625419779	28.9120288881712	29.0372000118908	28.9724321887187	28.9756770644984	28.6989175556061	28.8730849746352	29.04520956472	28.7286640936251	29.2574227039355	29.1580894548919	29.1171933888167	29.1047459573156	28.3318968968268	30.0644733558993
MTR	23.5312555096228	23.1994640630398	23.576273319617	23.3257418635627	23.7257758397462	23.5763491213271	23.7091292800309	23.2414938590383	23.2753572880249	24.1652953957079	23.2443253289108	23.407673891931	23.9373136002468	23.5971260864362	23.6953499698326	23.9295555841716	23.056529088483	23.6816609177918	23.2426189892775	23.4171979934414
MTRES1	22.8244688850115	23.0113354335964	23.1993510727529	23.8069076551105	23.2616696317995	23.6774863992866	23.5718471075075	23.7288838118406	23.4191480285791	24.5732094249704	23.8639175294111	23.9016192288113	23.7372060090833	24.2459012846024	24.202615091992	23.8273131955716	22.6341285994057	24.1005651086566	23.3903751286851	23.376729270334
